Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.08,1.82,0.83,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Chandauli,North,India,2011-07-27,2011-07-28,-8.95,13,22.67
Low,0.09,53.98,5.5,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Jamui,North,India,2011-07-28,2011-08-01,-64.24600000000001,4,200.29
High,0.03,2.98,2.03,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Bihar,Jamui,North,India,2011-07-28,2011-07-30,87.744,2,6.82
High,0.03,2.2,1.2,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Karnataka,Bidar,South,India,2011-07-29,2011-07-31,4.48,14,32.02
High,0.03,35.89,14.72,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Rajasthan,Pali,West,India,2011-07-31,2011-07-31,114.5988,12,434.6
High,0.01,4.54,5.83,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Andhra Pradesh,Vijayawada,South,India,2011-08-03,2011-08-04,-39.83278,10,48.5
High,0.08,14.42,6.75,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,Madhya Pradesh,Rewa,West,India,2011-08-04,2011-08-06,-54.34,81,1108.22
Critical,0.08,100.89,42.0,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,2011-08-04,2011-08-05,-62.19,2,284.48
High,0.09,1.82,1.0,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Bharuch,West,India,2011-08-04,2011-08-05,1136.484,16,29.06
High,0.02,120.98,9.07,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Pilibhit,North,India,2011-08-04,2011-08-04,214.338,6,718.47
Critical,0.1,100.98,57.38,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Pilibhit,North,India,2011-08-04,2011-08-06,5273.286,6,602.6
High,0.09,59.76,9.71,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Pilibhit,North,India,2011-08-04,2011-08-05,271.818,14,826.78
Not Specified,0.0001,35.99,1.25,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Tamil Nadu,Coimbatore,South,India,2011-08-04,2011-08-06,-139.93,20,624.07
High,0.1,14.48,6.46,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2011-08-06,2011-08-09,28.551500000000004,43,626.46
Critical,0.03,102.3,21.26,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,2011-08-06,2011-08-08,855.14,83,8686.35
High,0.07,5.98,10.39,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Kerala,Trivandrum,South,India,2011-08-06,2011-08-10,-258.44,1,11.04
High,0.1,14.48,6.46,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sheohar,North,India,2011-08-06,2011-08-09,42.256220000000006,11,160.26
Critical,0.03,102.3,21.26,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Bihar,Sheohar,North,India,2011-08-06,2011-08-08,1265.6072,21,2197.75
High,0.08,6.68,5.2,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Assam,Barpeta,East,India,2011-08-07,2011-08-07,-12.2304,5,34.13
Not Specified,0.02,20.28,6.68,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Jammu And Kashmir,Srinagar,North,India,2011-08-07,2011-08-08,563.8019999999999,22,475.21
High,0.0001,40.98,5.33,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Haryana,Rohtak,North,India,2011-08-08,2011-08-09,546.2108999999999,18,791.61
Not Specified,0.05,85.99,2.79,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Karnataka,Raichur,South,India,2011-08-09,2011-08-09,690.8831999999999,14,1001.28
High,0.06,22.99,8.99,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2011-08-10,2011-08-12,-14.31,68,1559.08
High,0.03,35.44,7.5,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Gujarat,Rajkot,West,India,2011-08-12,2011-08-13,5351.2413,7,254.42
High,0.1,3.28,3.97,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Rajkot,West,India,2011-08-12,2011-08-15,-330.568,2,7.67
High,0.02,37.94,5.08,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Giridih,North,India,2011-08-18,2011-08-19,221.274,3,121.53
Medium,0.01,4.98,4.62,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghosi,North,India,2011-08-18,2011-08-18,17.595,4,22.62
High,0.08,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghosi,North,India,2011-08-18,2011-08-20,-135.156,3,63.45
High,0.08,14.81,13.32,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Jhanjharpur,North,India,2011-08-19,2011-08-21,-305.4611,65,918.54
Not Specified,0.05,7.99,5.03,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Uttar Pradesh,Faizabad,North,India,2011-08-20,2011-08-20,-238.74620000000004,19,129.38
Not Specified,0.07,122.99,70.2,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Warangal,South,India,2011-08-20,2011-08-22,-160.412,5,626.69
Medium,0.06,55.99,1.25,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Karnataka,Mysore,South,India,2011-08-21,2011-08-23,-15.372,20,952.26
Low,0.02,14.34,5.0,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Shahjahanpur,North,India,2011-08-21,2011-08-26,63.735299999999995,6,92.37
High,0.04,152.48,6.5,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Pune,West,India,2011-08-23,2011-08-25,802.1739,22,3445.81
High,0.08,5.58,5.3,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Jharkhand,Ranchi,North,India,2011-08-23,2011-08-23,-26.842399999999998,12,68.36
High,0.0001,1.14,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Jharkhand,Lohardaga,North,India,2011-08-25,2011-08-27,-69.0851,2,2.66
High,0.02,35.44,5.09,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-08-26,2011-08-28,389.07,43,1622.03
Medium,0.08,125.99,5.26,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-08-26,2011-08-27,162.108,29,3085.78
High,0.08,21.66,13.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Kerala,Malappuram,South,India,2011-08-26,2011-08-28,1248.888,13,267.92
High,0.01,35.99,3.3,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Kerala,Malappuram,South,India,2011-08-26,2011-08-28,-46.76,20,623.88
High,0.06,155.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Kerala,Malappuram,South,India,2011-08-26,2011-08-27,70.99199999999999,5,623.18
High,0.05,218.75,69.64,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Punjab,Patiala,West,India,2011-08-26,2011-08-28,-108.19200000000001,5,854.46
High,0.09,7.77,9.23,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Jabalpur,West,India,2011-08-26,2011-08-27,-12.838000000000001,19,139.86
High,0.07,15.14,4.53,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Jabalpur,West,India,2011-08-26,2011-08-27,-72.436,13,185.08
Low,0.02,33.29,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Kota,West,India,2011-08-28,2011-08-28,371.01599999999996,3,97.88
Medium,0.0001,89.99,42.0,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Kalyan,West,India,2011-08-29,2011-08-31,-208.1716,17,1625.11
High,0.1,12.22,2.85,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Ghaziabad,North,India,2011-08-30,2011-09-01,-7.39,2,28.8
High,0.07,55.98,5.15,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Hathras,North,India,2011-08-30,2011-08-31,86.79599999999999,15,843.39
High,0.03,7.99,5.03,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Medium Box,Uttar Pradesh,Hathras,North,India,2011-08-30,2011-08-31,-140.65464,8,56.82
High,0.01,2.88,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-08-31,2011-09-02,43.37,67,191.93
High,0.01,2.88,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Chandauli,North,India,2011-08-31,2011-09-02,33.603,17,48.7
High,0.08,10.23,4.68,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Chhattisgarh,Durg,North,India,2011-08-31,2011-08-31,-26.052000000000003,17,168.55
High,0.05,1.98,4.77,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Jaunpur,North,India,2011-09-01,2011-09-08,-148.7985,17,36.67
High,0.05,3.14,1.92,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Wrap Bag,Kerala,Trivandrum,South,India,2011-09-01,2011-09-01,-26.124000000000002,19,59.24
Medium,0.02,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,2011-09-03,2011-09-04,-270.48,13,1361.95
High,0.05,8.74,8.29,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Andhra Pradesh,Machilipatnam,South,India,2011-09-03,2011-09-05,-32.35,3,28.46
High,0.09,30.56,2.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,West Bengal,Medinipur,East,India,2011-09-04,2011-09-06,-188.5954,5,139.05
Medium,0.01,4.89,4.93,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Bihar,Aurangabad,North,India,2011-09-05,2011-09-07,-92.04,12,64.44
Not Specified,0.02,20.24,6.67,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Maharashtra,Palghar,West,India,2011-09-05,2011-09-07,-116.97,20,431.54
High,0.09,4.71,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Maharashtra,Palghar,West,India,2011-09-05,2011-09-08,-125.97200000000001,12,54.83
Not Specified,0.01,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Ramtek,West,India,2011-09-06,2011-09-08,199.73,9,917.73
High,0.02,33.29,8.74,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Sambhal,North,India,2011-09-06,2011-09-08,2505.7518,19,667.3
High,0.07,7.64,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Gujarat,Surendranagar,West,India,2011-09-07,2011-09-08,91.33529999999999,18,132.37
High,0.01,4.0,1.3,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,West Bengal,Arambagh,East,India,2011-09-07,2011-09-08,-43.036,16,65.2
High,0.05,12.88,4.59,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Wrap Bag,West Bengal,Arambagh,East,India,2011-09-07,2011-09-08,150.402,16,211.52
High,0.09,4.13,1.23,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,2011-09-08,2011-09-10,5.91,64,250.0
High,0.03,5.18,5.74,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Pune,West,India,2011-09-09,2011-09-10,313.014,14,74.34
Not Specified,0.08,120.98,58.64,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,Punjab,Faridkot,West,India,2011-09-09,2011-09-12,18.954,16,1878.12
High,0.01,6.3,0.5,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Punjab,Faridkot,West,India,2011-09-09,2011-09-11,145.896,4,26.95
Critical,0.02,40.97,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Sivaganga,South,India,2011-09-10,2011-09-11,378.16139999999996,13,548.06
High,0.03,55.48,6.79,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Telangana,Mahbubnagar,South,India,2011-09-10,2011-09-12,-47.838,15,821.92
High,0.09,14.27,7.27,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Assam,Abhayapuri,East,India,2011-09-12,2011-09-12,-14.352,1,28.75
Not Specified,0.06,6783.02,24.49,Regular Air,Personel Usage,Canned Foods,Sliced Pineapple,Large Box,Assam,Abhayapuri,East,India,2011-09-12,2011-09-14,-10263.6597,2,9507.12
High,0.0001,8.14,3.12,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Assam,Abhayapuri,East,India,2011-09-12,2011-09-13,56.75,21,175.78
High,0.02,4.54,5.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2011-09-13,2011-09-14,-74.405,38,183.0
Critical,0.02,28.48,8.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,2011-09-13,2011-09-15,-108.14,33,965.16
High,0.1,5.4,7.78,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Haryana,Faridabad,North,India,2011-09-13,2011-09-14,-151.466,10,53.11
High,0.02,4.54,5.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sheohar,North,India,2011-09-13,2011-09-14,-74.405,10,48.16
Critical,0.02,28.48,8.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Bihar,Sheohar,North,India,2011-09-13,2011-09-15,-108.14,8,233.98
High,0.06,48.58,3.99,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Punjab,Hoshiarpur,West,India,2011-09-14,2011-09-16,-250.348,21,960.75
Low,0.0001,499.99,24.49,Express Air,Restaurant Chain,Canned Foods,Wild Berry,Large Box,Andhra Pradesh,Nellore,South,India,2011-09-15,2011-09-22,-1312.84,21,10933.47
High,0.1,6.68,6.92,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Sivaganga,South,India,2011-09-17,2011-09-24,-74.03,9,57.22
High,0.06,9.9,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Chhattisgarh,Korba,North,India,2011-09-17,2011-09-18,123.41999999999999,19,188.07
High,0.06,3.85,0.7,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Dausa,West,India,2011-09-18,2011-09-22,-222.502,5,19.71
Low,0.01,22.24,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Kota,West,India,2011-09-18,2011-09-22,17.808,16,366.37
Low,0.04,54.74,14.83,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Rajasthan,Kota,West,India,2011-09-18,2011-09-25,-92.9131,10,542.75
High,0.02,48.58,3.99,Regular Air,Stand Alone Restaurants,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-09-19,2011-09-21,299.35,40,1968.73
High,0.01,78.69,19.99,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,2011-09-19,2011-09-19,1049.02,60,4850.76
High,0.05,145.98,51.92,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,2011-09-19,2011-09-21,-310.95,27,4025.07
High,0.02,48.58,54.11,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Indore,West,India,2011-09-19,2011-09-21,-1348.06,15,745.86
High,0.07,39.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Indore,West,India,2011-09-19,2011-09-19,269.27,15,561.76
Medium,0.09,34.99,5.5,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Andhra Pradesh,Srikakulam,South,India,2011-09-19,2011-09-20,169.15,13,432.95
High,0.1,8.67,3.5,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Kerala,Pathanamthitta,South,India,2011-09-20,2011-09-21,-11.88,17,147.5
Low,0.01,146.05,80.2,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Sagar,West,India,2011-09-20,2011-09-24,-1704.89,19,2839.31
Low,0.01,100.98,26.22,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,West Bengal,Murshidabad,East,India,2011-09-21,2011-09-23,226.63,10,1072.17
Not Specified,0.08,499.99,24.49,Regular Air,Hotels / Hospitals,Canned Foods,Wild Berry,Large Box,Uttar Pradesh,Ghaziabad,North,India,2011-09-23,2011-09-25,-234.79,42,19706.0
High,0.05,83.98,5.01,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Maharashtra,Sangli,West,India,2011-09-23,2011-09-25,647.9237999999999,11,939.02
Not Specified,0.08,205.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Bihar,Khagaria,North,India,2011-09-23,2011-09-24,-174.7816,22,3791.92
High,0.1,35.89,14.72,Express Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Tamil Nadu,Tenkasi,South,India,2011-09-24,2011-09-25,91.56,21,685.17
High,0.03,2.08,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Tamil Nadu,Theni,South,India,2011-09-24,2011-09-26,-9.361,20,43.84
High,0.09,4.0,1.3,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,2011-09-25,2011-09-29,20.82,58,213.48
Low,0.07,85.99,10.78,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-09-25,2011-09-25,310.572,64,4504.21
High,0.1,40.98,2.99,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,2011-09-26,2011-09-27,112.05550000000001,16,663.96
Low,0.04,6.64,4.95,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Gujarat,Vadodara,West,India,2011-09-26,2011-09-28,14.57,3,22.77
High,0.1,2.88,0.5,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Dhar,West,India,2011-09-26,2011-09-27,374.98679999999996,17,46.5
High,0.05,1.68,0.7,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Misrikh,North,India,2011-09-26,2011-09-29,-3.89,5,8.3
High,0.01,10.98,4.8,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Uttar Pradesh,Baghpat,North,India,2011-09-26,2011-09-27,37.9,12,132.66
High,0.02,14.56,3.5,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Assam,Guwahati,East,India,2011-09-26,2011-09-28,-34.818,23,342.92
High,0.08,85.99,2.5,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Assam,Guwahati,East,India,2011-09-26,2011-09-27,-559.538,20,1371.78
Low,0.05,264.98,17.86,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Orissa,Jajapur,East,India,2011-09-27,2011-09-29,6.598800000000001,4,1087.48
Low,0.02,81.94,55.81,Delivery Truck,Personel Usage,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Vidisha,West,India,2011-09-27,2011-10-02,-624.29,12,1047.19
Critical,0.0001,39.48,1.99,Regular Air,Stand Alone Restaurants,Canned Foods,Assorted Fruits,Small Pack,Telangana,Nizamabad,South,India,2011-09-28,2011-09-30,62.93,7,284.65
High,0.08,289.53,19.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Aonla,North,India,2011-09-29,2011-09-30,2723.31,17,4573.53
High,0.08,6.48,5.4,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Aonla,North,India,2011-09-29,2011-10-01,-90.42,23,143.71
Critical,0.05,90.97,14.0,Delivery Truck,Hotels / Hospitals,Canned Foods,Sliced Pineapple,Jumbo Drum,Maharashtra,Osmanabad,West,India,2011-09-29,2011-09-29,10.970099999999999,18,1593.16
High,0.09,11.97,4.98,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Assam,Abhayapuri,East,India,2011-10-03,2011-10-04,-51.753600000000006,22,251.3
High,0.08,10.31,1.79,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Wrap Bag,Andhra Pradesh,Rajampet,South,India,2011-10-03,2011-10-04,3.542,2,21.2
Not Specified,0.06,130.98,30.0,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Orissa,Puri,East,India,2011-10-03,2011-10-04,-282.7116,8,1057.4
High,0.04,4.91,5.68,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghazipur,North,India,2011-10-04,2011-10-11,-554.6310000000001,14,73.09
High,0.06,15.99,13.18,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghazipur,North,India,2011-10-04,2011-10-04,-1.861999999999978,15,244.8
High,0.04,6.54,5.27,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Ghazipur,North,India,2011-10-04,2011-10-04,5050.5402,22,141.92
Not Specified,0.0001,119.99,56.14,Delivery Truck,Personel Usage,Canned Foods,Sliced Pineapple,Jumbo Box,Uttar Pradesh,Ghaziabad,North,India,2011-10-06,2011-10-08,-17.29908,29,3825.05
Not Specified,0.02,35.99,5.0,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,2011-10-06,2011-10-08,-134.54760000000002,61,1964.4
High,0.03,4.06,6.89,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Baghpat,North,India,2011-10-07,2011-10-08,-308.53200000000004,88,358.93
Critical,0.03,99.99,19.99,Regular Air,Restaurant Chain,Canned Foods,Sliced Pineapple,Small Box,Uttar Pradesh,Baghpat,North,India,2011-10-07,2011-10-08,153.864,32,3356.48
High,0.01,11.58,6.97,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Uttar Pradesh,Baghpat,North,India,2011-10-07,2011-10-09,1.528,49,585.62
Not Specified,0.02,17.48,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Bihar,Jhanjharpur,North,India,2011-10-08,2011-10-09,-32.5584,14,248.1
Not Specified,0.0001,16.48,1.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Ratlam,West,India,2011-10-08,2011-10-09,157.0348,14,231.62
Not Specified,0.05,89.99,42.0,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Bihar,Darbhanga,North,India,2011-10-08,2011-10-10,-555.3144,11,968.28
Not Specified,0.02,155.99,8.08,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,West Bengal,Raiganj,East,India,2011-10-08,2011-10-10,-124.684,3,417.11
High,0.03,11.33,6.12,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,Bihar,Begusarai,North,India,2011-10-09,2011-10-11,-13.176,18,200.64
High,0.03,178.47,19.99,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Bihar,Hajipur,North,India,2011-10-09,2011-10-16,173.7972,4,715.2
